	DCZTrt_A_1	DCZTrt_A_2	DCZTrt_A_3	DCZctrl_A_1	DCZctrl_A_2	DCZctrl_A_3	DCZctrl_A_4	DCZTrt_N_1	DCZTrt_N_2	DCZTrt_N_3	DCZctrl_N_1	DCZctrl_N_2	DCZctrl_N_3	Ctrl_A_1	Ctrl_A_2	Ctrl_A_3	Ctrl_N_1	Ctrl_N_2	Ctrl_N_3
ENSMUSG00000001288	22	56.001	19	41	34	9	5	19	6	10	10	21.999	6	44	15	26	16	8	6
ENSMUSG00000001289	12	12	19.171	24.296	20.73	4	3	40.313	9	14	14	12	17	18	4	9	9	11	5
ENSMUSG00000001300	27.138	262.132	232	97	158	208	68	281	192	202	211	202	920.688	119.638	126	168	118	744	389
ENSMUSG00000001305	13	55	36	56	49	44	8	67	25	52	53	57	54	28	7	45	39	43	32
ENSMUSG00000001313	37	16	12	32	45	3	3	17	9	5	10	8	13	54	0	3	3	2	4
ENSMUSG00000001323	195.561	325.378	373.188	315.112	371.713	371.815	118.805	532.581	133.847	308.616	411.68	346.126	272.281	324.132	251.333	347.733	204.43	187.266	245.218
ENSMUSG00000001333	7.109	5.35	28.447	21	16.781	23.95	9.29	13.081	24.575	14.996	14	22.198	16.751	10.181	19.569	13	13.262	13.456	24.368
ENSMUSG00000001334	51	37	92	123	108	71	15	132	18	74	105	102	33	40	57.333	70	64	7	68
ENSMUSG00000001348	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0
ENSMUSG00000001349	5	5	3	5	8	13	2	11	6	5	3	5	12	2	4	5	3	15	10
ENSMUSG00000001366	141.999	56.999	147.998	220	249.999	105.264	45	316	43	150	190.832	231	103.999	248.999	67	140	113.04	66	106.999
ENSMUSG00000001376	246.999	335.999	422	543.553	458.533	419.001	132.001	707.999	200.999	414	714.461	552	519	332.522	250.001	479.001	302	412	417.999
ENSMUSG00000001380	62.351	122.923	109.239	114.967	162.265	80	18	145	61	76.051	89.19	126	103.957	114.332	36	51	66.253	73	57.727
ENSMUSG00000001383	74	49	77	93	146	27	15	98.264	28	48	71	56	54	79	34	44	37	36	26
ENSMUSG00000001403	7	0	1	0	0	1	0	2	4	1	0	0	12	2	2	0	0	20	4
ENSMUSG00000001415	197.001	265	215	219.145	247.963	183.001	69	209.001	175.951	149.001	162.999	190.999	151.999	140.001	123.865	170	127.001	122	161.001
ENSMUSG00000001416	131	135.54	132	118.999	170.082	98.999	35	136	44	72	65.035	112.002	80.001	111	77	113.048	78	37	98.001
ENSMUSG00000001418	119	52	66	62	121	21	2	63	76	41	41.543	47	89	108	39	38	18	42.556	39
ENSMUSG00000001419	413.61	511	446.583	530.463	575.864	421	208	442.551	274	360.295	342.1	450.223	472.854	414.837	239	435.864	245.372	363.748	392.668
ENSMUSG00000001420	2	0	4	1	2	0	0	0	0	0	1.457	0	1	0	0	0	0	2.444	0
ENSMUSG00000001424	166.521	216	200.999	183	308.001	162.001	51	226.001	122.001	142	136	191	225	199.001	122.001	203.999	138.999	209.999	118.999
ENSMUSG00000001435	8	3	11	22	23	6	3	12	15	5	9	4	26	23	2	12	4	13	5
ENSMUSG00000001436	23	10	57.999	85	80	19	15	37.999	29	27	34.001	26	28	31	17	19	16	14	21
ENSMUSG00000001440	339.945	186.001	428.999	577.738	618	334	100	837.456	133	389	879.976	801.213	291.999	473	224	476.058	471.434	222	341
ENSMUSG00000001441	341.773	169	464	664.999	642	358.998	168	574.999	161	374	589.967	487.999	458.001	529	238	444.403	296.337	313	373
ENSMUSG00000001444	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSMUSG00000001445	20	2	18	46.685	51.468	15	21	22	9.343	10.842	15	23	5	22	6.261	15.608	15.964	8	16
ENSMUSG00000001467	241.502	91.213	209.986	480.553	515.248	202.619	47.222	210.039	56	146.452	273.739	246.944	130.31	334.742	93	160.57	108.494	72.202	116
ENSMUSG00000001472	720.001	593.01	701.001	1247.142	1390.086	730.088	309.999	1062	433.007	592	885	910.999	403	941	438	830	527	281	463.07
ENSMUSG00000001473	9	6	6	3	10	2	0	10	3	4	7	2	5	5	4	3	4	4	2
ENSMUSG00000001482	36	76	48	48	72	49	12	49	37.999	37	43	36.999	47.999	48	14	37	31.001	30	24
ENSMUSG00000001493	14	0	0	2	10	0	0	0	0	1	0	0	0	4	0	0	0	0	0
ENSMUSG00000001494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001496	4	0	1	6	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0
ENSMUSG00000001497	7	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
ENSMUSG00000001504	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001506	50	25	11	34	84	40	5	1	0	3	2	0	5	123	4	19	1	0	0
ENSMUSG00000001507	32	9	42	51.069	78	27.001	2	53	9	23	32	33	11	25	30	32.999	10	0	19
ENSMUSG00000001508	0	0	1	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSMUSG00000001510	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001517	19	2	4	26	47	4	0	1	0	5	3.167	0	2	22.131	17	6	3	0	3
ENSMUSG00000001518	63	91	115	169	109	71	42	117.001	56	125	122.999	101.023	130	106	43	71	51	82.999	96.999
ENSMUSG00000001520	38	46	61	93	47	30	26	51	18	36	49	54	62	29	4	49	27	54	48
ENSMUSG00000001521	303	145	194.001	282.559	287	194	65	181	65	180	135.999	169	125	272	159	150	90	66	164
ENSMUSG00000001524	23	18	44	25	39	21	29	39	15.001	27	42.001	54	16	27.001	21	30.999	19.001	12	13
ENSMUSG00000001525	147	67	120	201	246.999	71	9	180.999	17	53	129.999	153	34.22	235.627	28	91.999	83	18	38.001
ENSMUSG00000001542	191	272	420.999	291	490.912	309	129.001	748.324	178.414	505	605	519	413	292	197.001	396.749	253	186.747	467.999
ENSMUSG00000001552	149	63	41	154.999	238	18	20	41	15	19	24	28	23	150.999	18	35	15	9.713	12
ENSMUSG00000001555	11	0	4	27.954	28	1	2	2	0	5	1	2	8	18	10	4	0	3	10
ENSMUSG00000001558	11	40	24	15.094	14	35	19	24	21	34	48	36	80.001	2	38	38	16	102	52
ENSMUSG00000001566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001569	84	64	104	88	91	68	16	114	68	99	98	100	206	90	64	77	47	120	72
ENSMUSG00000001576	135.001	173	278	249	238.001	249	139.277	397.955	137.001	218	250.277	277	265	175	215.999	294	173.001	220	260
ENSMUSG00000001583	6.242	0	0	7	0	5	0	1	0	1	0	0	1.066	2	0	3.185	1	0	2
ENSMUSG00000001588	60	7	0	9	0	0	0	0	5	1	0	0	3	4	0	0	0	4	2
ENSMUSG00000001604	3	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000001622	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000001627	104.001	81	137.89	171.843	185.435	170	33.999	213.03	107	145.001	183.901	184.393	457.323	143.333	54	136.243	115.924	374.134	299.817
ENSMUSG00000001630	173.443	230	247.739	243.318	208.333	147.688	78.704	302.051	125.562	177.431	242.893	239.488	372.558	150.793	109.252	142.552	136.935	538.865	291.195
ENSMUSG00000001632	114	267.967	100.125	148.001	179.332	89.292	85.001	145.308	97	96.485	125.094	125	331.85	127.399	84.803	126.184	89	193.156	146.408
ENSMUSG00000001642	77.933	24.206	165.403	160.799	89.695	79.199	25.774	178.589	39.305	145.426	129.053	152.487	80.865	106.304	76.914	123.18	64.754	46.556	95.827
ENSMUSG00000001655	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000001656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001663	32	6	4	7	12	10	7	6	0	5	8	9	1	15	0	11	2	0	3
ENSMUSG00000001665	14	0	2	6	7	0	0	0	0	1	1	1	1	4	0	0	0	0	0
ENSMUSG00000001666	5	0	1	14	5	0	2	7	0	2	10	3	1	7	4	0	4	2	1
ENSMUSG00000001670	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000001672	0	0	11	0	0	1	0	4	0	1	1	3	2	1	1	8	2	0	0
ENSMUSG00000001674	42	16	49	40	45.796	17	8	50.941	46	55	36.845	46	133	35	9	18.135	28	164.1	62.488
ENSMUSG00000001687	439.901	411.295	454	462	833.001	294	105.094	530.805	368	480	384	400.321	1240.002	511	231.001	316.999	230	1027.794	520
ENSMUSG00000001700	271.001	38	32	241	285	20	20	17	19	23	8	21	21	290.023	10	44	12	37	40
ENSMUSG00000001707	13	36	10	25	24	16	1	47.999	14	16	23	21	5	13	12	14	10	7	14
ENSMUSG00000001729	38	109	38	86	113	44	13	50	47	39	31	33	50.999	69	16	52	33	64	44.001
ENSMUSG00000001739	0	0	1	0	1	1	0	1	0	2	2	0	13	0	0	1	0	11	0
ENSMUSG00000001741	33.64	28	12.677	55.634	82.941	15.785	4	5	3	13.29	13.765	11	19	22.216	5	12	1	32.757	10.753
ENSMUSG00000001750	134.013	63	55	124	130	40	26.999	14	9	24	17	10	6	101.999	18.999	21	3	6	19.139
ENSMUSG00000001751	14	6	9	15	17	20	1	3	1	6	3	5	3	18	0	4	2	2	1
ENSMUSG00000001755	46	22	67	34	57	24	9	56	15	22	35.001	55	26	25	11	50	23	22	20
ENSMUSG00000001761	65	44	9	118	122	15	9	5	4	14	3	1	4	114	4	11	1	2	1
ENSMUSG00000001763	9	60	33	24	12	56	17	55	20	50	68	53	12	11	63	58	48	5	27
ENSMUSG00000001767	105	71	123.001	131	113.238	75	14	123	80.999	95	131	126.999	221	128.001	15	80	76	179.999	147
ENSMUSG00000001768	240	67	53	253.999	248.001	39	13	34	29	47	36	38	44	339	19	55	19	27	31
ENSMUSG00000001773	123.001	3	26	200.001	296.541	3	13	0	0	15	1	0	1	187	7	20	0	1	4
ENSMUSG00000001774	371.999	267	609.999	428.001	474.645	463.735	186.999	757.999	265.256	577	590	612	783.002	409	340.001	536	345	639.683	573.002
ENSMUSG00000001783	133.483	34	107	156	209.088	86	59	141	15	87	97	107	76	148	33	106.072	54	71	51
ENSMUSG00000001785	50	30	39.035	50	54	27	12	63	25	27	50.142	37	58	40	13	35	31	21	37
ENSMUSG00000001786	522	213	336	610.999	931.172	230	75.999	267.999	98.999	228	306.919	246.999	194	728	185	250.001	155	128.999	169.001
ENSMUSG00000001794	354	96	170	383.999	404	109	44	138	73	130.999	125	134	88	252.182	128	102	87.001	49	63.999
ENSMUSG00000001802	38.436	89.504	38.659	114.229	116.499	60.919	26	56.949	18.198	48	43	48	20.35	93.088	57.14	35.131	21.954	14	30
ENSMUSG00000001804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001827	0	1	0	2	0	5	0	0	0	1	0	0	0	0	0	2	0	0	0
ENSMUSG00000001829	83	91	151	129.001	197.001	143	53.999	219	167.001	142	139	170.999	263.999	114	138.001	137.999	130	240	177.047
ENSMUSG00000001833	1513.377	416	1192.275	1885.29	3303.085	776.823	301.53	1511.733	328	962.096	1120.205	1195.676	917.202	2437.514	486	1033.489	613.964	632.09	976.929
ENSMUSG00000001844	26	76.999	52.001	19.001	82	61.001	16	46	14	44.001	53	46	36.999	50	32	54.001	29	35.999	30
ENSMUSG00000001847	678.677	200.034	397.463	659.936	980.878	196.096	79.047	711.797	113.049	294.004	366.139	383.496	229.196	758.835	122.417	255.561	208.534	186.259	162.219
ENSMUSG00000001855	396.458	343.26	392.366	470.571	482.885	262.001	123	370.785	203.946	257.662	365.969	348.321	685.197	371.753	263.826	375.317	174	506.666	397.937
ENSMUSG00000001864	22	0	18	34	47	2	1	0	0	0	0	0	2	37	0	1	0	0	0
ENSMUSG00000001865	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001870	263	29	71	241	257	37	16	71	27	49	46	44	48	363.001	59	123.001	20	29	47
ENSMUSG00000001891	166	24	84	182	264	49	12	109	12	60.559	84.323	89	30	253.999	15	75	45.001	13	47
ENSMUSG00000001901	1	14	9	8	5	1	1	7	0	2	4	5	4	1	0	2	5	3	1
ENSMUSG00000001909	55.001	81.258	158.001	166.001	167	139.173	68.999	205	105.001	160	196.999	219.001	244	69.999	106	191.999	116	187.999	224
ENSMUSG00000001910	130	95	156	175	155	60	47	81.978	112	62	54	91	104	102	38	62	46	117	95.981
ENSMUSG00000001911	691.137	285.733	479.987	947.086	1110.832	365.942	162.568	554.99	161.608	276.987	312.998	408	301.991	841.969	267.001	440.995	224	242	284.941
ENSMUSG00000001918	32	2	3	32	16	6	0	1	0	4	2	1	5	23	4	1	0	3	2
ENSMUSG00000001924	241	226.999	340.001	425	591	213	69	443	135	203.999	314	349	252	437	83	280	248	207.105	221
ENSMUSG00000001930	8	1	13	11	10	5	10	0	0	3	0	0	0	18.001	2	0	0	0	0
ENSMUSG00000001942	56.926	143.797	274.636	140.222	166.771	198.158	70.001	369.106	108.848	250.302	348.802	344.04	277.458	124.359	92.959	349.848	164.594	324.653	291.129
ENSMUSG00000001943	21	98.136	77	34	35.999	112	30.999	102	49	86	106	101	150	3	83.79	94.999	54	193.298	81
ENSMUSG00000001946	14	19	10	69	15	6	11	16	8	13	14	18	30	23	4	13	6	29	4
ENSMUSG00000001948	4	13	49.85	4	4	23	16	37	12	17	37	40	50	4	8	56	27	41	30
ENSMUSG00000001962	23	39	49	76	77	40	22	68	60	56	61	56	43	49	19	24	42	29	28
ENSMUSG00000001964	15.023	4	20.056	12.034	24.039	9.035	4	34	7.024	23.123	9	17.168	31.493	25	1	8	21.038	20.053	16.607
ENSMUSG00000001983	15.941	4	12	23.789	15	4	1	12	4	9	8.011	12	14	17.199	6	3	8.338	16.969	7
ENSMUSG00000001985	112	653	608.043	233	221	268	155	538	178	349	376	380	155	282	348	310	259	75	173
ENSMUSG00000001986	709.003	1832	4220.837	1715.703	1548.944	3995.936	1670	5391.913	828	3406.571	4999.007	4476.893	2943.235	1138.884	2323.211	4578	2633.955	2121.895	3121.648
ENSMUSG00000001988	3	8	6	12	12	2	2	9	1	5	9	11	3	3	7	7	1	0	2
ENSMUSG00000001995	152	45.446	156	310.509	215	93	44	150	132	90	89	82	152	202	69	70	46	98	119
ENSMUSG00000001998	175	141	252	265	310.999	261	78	299	100	207	293	225	160.001	195.999	215	302	126	106	157.999
ENSMUSG00000001999	10	9	24	80.211	26	1	5	40.001	19	19	31	16.001	15	29	6	11	16	3	6
ENSMUSG00000002006	46	56.453	117.475	91.875	73.064	54.309	20.056	76.453	30.834	69.241	80.484	85.376	46	50.252	39	89.395	43.694	25.632	55.792
ENSMUSG00000002007	86	25	37.001	144	168	23	3	28	17	34.001	49	27	10	142	9	33	18	12	17
ENSMUSG00000002010	114	183	209.001	241.804	214.999	119	47	300.999	76.999	205	242	234.999	99.999	134	60.999	163	115	35	120.999
ENSMUSG00000002012	5	42	89	78	50	31	16	99	28	36	116	84	24	43	35	67	42.493	6	14
ENSMUSG00000002014	33	79.001	63	90	75	55.999	19	70	19	66	67	62	41	46	24	53.999	28	26	33
ENSMUSG00000002015	77	22	64	71	114	25	7	53	7	39	44	44	17	83	21	20	21	11	21
ENSMUSG00000002017	136	101	197	134.999	231.999	145	40	179.999	84	140.747	194.999	185	119	145	80.008	162.999	109.999	81.01	144
ENSMUSG00000002020	5	0	1	3	0	3	8	10	0	8	10	9.001	5	0	5	15	3	11	5
ENSMUSG00000002028	2602.434	4348.605	5516.219	4864.483	4130.788	4158.001	1734.286	6484.438	2907.703	4363.467	4567.69	4938.938	5598.487	2888.964	3008.742	4709.084	2890.906	5833.344	4615.811
ENSMUSG00000002031	77.089	24	95.999	101.001	119	72	36	113	50.275	60	126.999	73	72	128.999	61	89	50	42	50
ENSMUSG00000002032	56.001	131	216	135	151.119	166	75	254.001	122.001	185	215	232	122	73.999	114	170.999	118	47	146.999
ENSMUSG00000002033	11	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1
ENSMUSG00000002043	1	0	3	5	7	2	1	3	1	1	2	2	1	2	2	7	0	1	5
ENSMUSG00000002052	829.347	301.528	654.74	929.282	1173.966	546.878	197	777.663	543	632.355	684.266	764.701	2399.762	1062.639	348	496	428.699	2098.001	1229
ENSMUSG00000002055	24	240.366	162	62	29	140	67.001	307	134	158	262	231	100	31	66	189	165	53	78
ENSMUSG00000002057	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000002058	9	8	3	9	6	2	0	6	0	8	4	4	1	15	0	6	8	2	1
ENSMUSG00000002059	103	25	35	112	116.001	47	8	31	7	33	41	33.001	6	119	16	42.001	16	5	14
ENSMUSG00000002064	79.853	26	34.26	72.536	67.034	25.122	4	62.336	17	21.645	43.735	34.202	36	66.02	27	36	24.529	21	28
ENSMUSG00000002068	5	11	19.151	29	32	9	3	36	1	12	24	27	8	8	1	17	9	1	5
ENSMUSG00000002076	0	0	3	1	8	0	0	0	0	0	1	1	6	1	0	0	0	1	0
ENSMUSG00000002083	1	0	4	3	2	0	0	3	8	3	4	1	9	0	7	1	0	17	6
ENSMUSG00000002100	2	2	3	5	0	2	0	2	4	1	5	4	2	0	2	0	1	0	0
ENSMUSG00000002102	88.999	72.001	115	161	209.187	76	25	201.999	61.001	129.001	151	169.999	111.001	135.371	21	82	101	76	62
ENSMUSG00000002103	412.432	386.562	436.551	531.348	688.229	336.905	133.281	545.606	201.592	337.755	481.145	455.839	319.088	456.347	161.586	437.868	219.141	173.006	316.241
ENSMUSG00000002104	0	0	1	2	1	0	0	2	0	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000002105	118.082	88	88	111	129	74.999	28.001	64	59	93.999	57	71	39	101.999	38	66.999	50	28	31
ENSMUSG00000002107	1070.055	4961.876	7014.027	2378.001	2287	6860.185	2822.48	8285.467	2712.002	5405.996	7067.563	6201.967	4678.432	1534	4940.419	7380.778	3562.776	4045.991	5551.711
ENSMUSG00000002108	3	1	5	4	6	5	0	5	3	1	5	7	13	6	5	8	1	5	3
ENSMUSG00000002109	76.569	75.438	85.449	83.653	81.771	50.095	33.719	128.394	48.408	74.943	158.854	108.161	64.912	112.868	29.413	111.132	42.375	32.994	66.759
ENSMUSG00000002111	17	0	9	27	18	14	1	0	4	0	1	0	6	8	0	1	0	1	1
ENSMUSG00000002129	104	124	109	145	147	78.001	42.001	159	97	100	108.999	128	94	121	46	118	78	75	115
ENSMUSG00000002147	71.001	117	68	51	70	44	22	42	41	46	44	57	88.999	45	15	31	29.087	76.101	46
ENSMUSG00000002190	54	106	173	101	88	151	46	163	66	149	141	143	72	65.001	77	132	93	27	79
ENSMUSG00000002204	12	1	7	6	3	6	4	5	4	6.172	10	6	5	3	1	11	4	6	5
ENSMUSG00000002205	83	98	86	134.571	143	52	13	51	31	37	56	53	33.001	136.001	32	43.999	33	25	49
ENSMUSG00000002210	56	93.056	103	72	74	117.1	29.001	99	54	55	80	69	53.001	68	57	64.999	49.001	29.001	68
ENSMUSG00000002221	146	154	200	207.001	199.3	170	113	210.999	144.999	176.168	203.999	169.001	134	199.001	114	155	93.999	67.999	139
ENSMUSG00000002222	240.568	113	310	359.001	407	226.001	104	497.999	132	240	326	319	470.999	322.001	161	224	216.001	427	363
ENSMUSG00000002227	88	55	140	44	101	140	54	129	119	87	88	83	210.066	63	86	115.999	76	209	143.001
ENSMUSG00000002228	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
ENSMUSG00000002233	15	0	0	2	10	0	1	2	4	1	1	4	12	15	2	3	2	12	2
ENSMUSG00000002240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002249	17	36	4	33	35	11	1	2	1	1	1	0	4	26	2	2	1	0	0
ENSMUSG00000002250	102.001	44	103	174	177	45	25	59	50	73	39	75	93.999	123	66	72	28	59	76
ENSMUSG00000002257	14	1	2	5	5	1	0	4	0	3	0	1	4	0	0	0	1	3	4
ENSMUSG00000002265	1607.316	6137.852	9016.755	6172.482	4287.879	7633.917	3229.515	10633.961	4180	7812.978	11566.034	10706.043	3836.43	2230.551	5175.99	9447.898	4656.585	1784.667	5895.851
ENSMUSG00000002266	47.001	20	35	61	79	9	8	28	4	14	18	15	7	108.001	9	16	9	4	25
ENSMUSG00000002274	79	12	16	65	93	5	0	0	15	3	2	0	2	91	1	4	0	3	3
ENSMUSG00000002279	154.015	105.001	182.999	273.002	245.998	188.999	63.999	173.001	55	161	180.999	167	47.001	263	184	202.001	88	20	61.999
ENSMUSG00000002280	27.893	54.549	50.921	73.767	91.691	56.325	15.476	57.858	33.336	41.641	56.584	47.776	38.46	53.189	18	33.727	49.459	25	35.851
ENSMUSG00000002289	1	0	2	4	7	1	0	2	0	1	1	0	0	16	0	0	0	2	0
ENSMUSG00000002297	30	5	13	26	17.999	9	5	21	9	16	22	15	19	24.999	5	23	11	9	11
ENSMUSG00000002307	29.999	7	31	52.999	35	15	2	32.999	35	20	30	27	63.001	32	12	18	6	63	30.108
ENSMUSG00000002308	16	43	54	56.266	50	60	35	60	20.999	51.001	66	56	114	23	66.999	57	36	83	43
ENSMUSG00000002319	44	140.001	107.999	48.928	141.726	52.457	52	153.951	42.308	105.497	118.131	128.001	122	70.001	56.334	121.5	66.351	121.986	70.436
ENSMUSG00000002320	85	44.999	101.999	92.748	98.697	41.778	19	74.687	18.455	62.869	57.184	63	62	107	16.154	59.654	36.544	62.602	73.519
ENSMUSG00000002324	1	8	7	6	5	0	4	1	2	5	6	3	0	4	0	7	4	2	2
ENSMUSG00000002325	148.999	76	67	39.001	48	56.999	24	88	39	106	25.999	50.073	163	59.404	24.001	67	31	107	107
ENSMUSG00000002326	39.684	2.809	64.408	61.39	45.923	30.871	19	69.191	18.542	40.639	35.428	29.904	32.65	46.277	25.389	49.95	28.748	14	11.117
ENSMUSG00000002329	68	39	28	54	41	27.999	8	68.001	16	36	37	33	17	57	12.264	38	29	22.001	7
ENSMUSG00000002332	45	11	65	82	43	35.001	36	47	10	25.001	37	48.114	18	65	27	43	36	7	16
ENSMUSG00000002341	1524.904	1281.782	1233	2190	2541.107	1162	547	1408.607	374	836	1197.351	1167	395.329	2889.009	674.26	1355	575	189	586.539
ENSMUSG00000002342	65.001	39	90	122	103	86	29	86	59	71	79.001	94	66	98.709	24	62	37	74	51
ENSMUSG00000002343	10	14	24	48.001	13	9	9	27	7	16	20	20	13	15	10	20.183	7	12	15
ENSMUSG00000002345	37	20	30	56.001	48	26.006	13	41	23.001	26	35	29	37	45.999	17	31.007	21	23	15
ENSMUSG00000002346	202	238.001	214	249.331	257.999	242	99	208	228.327	169	151.324	227	315	198	200	247.001	95	294	224
ENSMUSG00000002365	52	38	67	80	94	25	12	54	19	47	28	28	27	67	20	52	26	26	17
ENSMUSG00000002372	80	50	154	114	132	99	52	138	163	113	118.999	104	203.001	98	71	82	69	176	115
ENSMUSG00000002379	13	6	11	27.092	23	2	1	28.001	25	9	13	11	13.001	15	0	0	12	2	4
ENSMUSG00000002384	1	0	1	5	4	1	1	4	6	3	8	4	14.729	6	2	7	1	17	8
ENSMUSG00000002393	0	8.434	7.963	1.038	1.366	1.108	0	2.824	2	2.108	3.219	5.215	1.347	7.068	0	7.265	0	2.826	2.15
ENSMUSG00000002395	15	6	14.001	30	33	9	1	36	6	11	23	13	19	30	9.121	18	8	14	10
ENSMUSG00000002396	53	31.566	87.037	73.962	69.634	89.892	24	85.176	92	73.892	69.781	73.786	50.653	70.932	36	75.735	47	104.174	46.85
ENSMUSG00000002409	50	47.357	35.235	61.269	36.996	34.154	26.808	32.748	54	40	30	25.725	68	38.094	32.137	27.7	22.02	60	51
ENSMUSG00000002413	621.938	769.123	1245.95	1017.001	1274.001	987.181	413.701	1793.957	478.609	1147.236	1643.841	1169.667	1281.652	830.385	649	1226.001	760.49	853.594	1187.2
ENSMUSG00000002416	132	230.876	231.05	150	168.06	171.119	52.3	239.179	139.392	151.764	192.216	176.621	241.349	181.999	44	185	98.51	238.993	206.383
ENSMUSG00000002428	282.711	67	260.001	279	396.001	190	54	230.999	51	220	253.001	186.452	156	345.485	108	212	120.999	82.999	180
ENSMUSG00000002455	182	143.999	262	262	266	196	43	221	159	231.999	244.738	236	397	220	102	172	115	298.999	286
ENSMUSG00000002458	47.001	12	41	57	70.001	34	9	47.001	8	23	31	42.001	5	34	39	25	15	4	23
ENSMUSG00000002459	247	62	169.999	232.001	253	69	62	127	38	74.999	56	39	94	247.491	59	105	62	123.165	96
ENSMUSG00000002475	176	18	51	183	133	37	8	52	10	33	54	42	13	160.118	19	47	22	6	18
ENSMUSG00000002477	12	7	24	37	41.001	14	4	39	30	41	26	25	252.835	28.999	8	15	9	179	107
ENSMUSG00000002486	68	27	76	86	58	36	19	49	69	54.001	39	39.325	126	65	46	48	19	103	70
ENSMUSG00000002489	116.999	169.999	342.14	366.36	246.999	232	132	341	187	224.021	352	299	148	92.001	152	249.318	137.682	83	156.999
ENSMUSG00000002496	273.6	484.909	438.28	581.434	586.094	425.513	152.103	493.769	353.977	369.059	483.256	449.606	350.244	433.882	291.906	385.079	275.733	265.005	351.086
ENSMUSG00000002500	4	0	1	3	1	1	4	2	0	2	0	1	0	2	0	0	0	0	0
ENSMUSG00000002504	89.001	31	50	89	61	13	10	33	4	25	31	19.999	5	62	20	28	22	2	14
ENSMUSG00000002524	74	33	48.001	107	119.09	43	19	83.001	53	46.076	71	74	54.001	132	35	45.999	40	45	58
ENSMUSG00000002546	97.001	190	186.891	227	208.999	137	47	172.999	126.001	131	161	175.001	198	194	81	152.001	126	106	149.999
ENSMUSG00000002550	47.001	41.768	25.412	54.001	38.958	22.498	12.999	33.88	14	26.793	22.885	32.85	22	35	28	23.403	16.886	12.888	11.057
ENSMUSG00000002565	1	0	0	0	1	0	1	1	0	0	1	1	2	0	0	0	0	3	0
ENSMUSG00000002578	67	123	111	124	119	117.999	38	144.001	74.999	104	99	130	100	79	89	139	49.105	30	49
ENSMUSG00000002580	20	3	8	11	66	7	6	56	20	15	21	31	4	23	0	6	12	1	6
ENSMUSG00000002588	2	0	1	1	0	0	0	2	0	6	0	0	0	0	0	0	0	0	4
ENSMUSG00000002602	417	14	48	234	211	22	14	3	9	28	2	2	22	181	7	24	1	23	10
ENSMUSG00000002603	50	2	13	50	49	10	15	0	3	7	0	2	2	19	15	7	0	0	0
ENSMUSG00000002608	55.001	125.086	84	80	86	74	41	42	76	28	25	40	99	70	33	51	19.001	65	39
ENSMUSG00000002617	193.655	140	276.626	244	264.63	286.001	89.431	391	62	223	383.001	294	126	221	187	326	166	48.085	158
ENSMUSG00000002625	484.999	855.008	993	816.568	769.002	858.001	424.648	868.001	426.001	714.018	750.014	897	596.001	520	594.999	788.81	532.503	368.648	626.999
ENSMUSG00000002633	14	1	20.728	5.615	4	8	1	7	23	6	11	13	6	7	3	9	6	11	9
ENSMUSG00000002635	8	14	11	48	22	10	9	19.002	14	21	19.001	27	28	20	1	8	9	28	19
