gene_name	gene_biotype
ENSG00000055483	USP36	protein_coding
ENSG00000055609	KMT2C	protein_coding
ENSG00000055732	MCOLN3	protein_coding
ENSG00000055917	PUM2	protein_coding
ENSG00000055950	MRPL43	protein_coding
ENSG00000055955	ITIH4	protein_coding
ENSG00000056050	HPF1	protein_coding
ENSG00000056097	ZFR	protein_coding
ENSG00000056277	ZNF280C	protein_coding
ENSG00000056291	NPFFR2	protein_coding
ENSG00000056558	TRAF1	protein_coding
ENSG00000056586	RC3H2	protein_coding
ENSG00000056736	IL17RB	protein_coding
ENSG00000056972	TRAF3IP2	protein_coding
ENSG00000057019	DCBLD2	protein_coding
ENSG00000057149	SERPINB3	protein_coding
ENSG00000057252	SOAT1	protein_coding
ENSG00000057294	PKP2	protein_coding
ENSG00000057468	MSH4	protein_coding
ENSG00000057608	GDI2	protein_coding
ENSG00000057657	PRDM1	protein_coding
ENSG00000057663	ATG5	protein_coding
ENSG00000057704	TMCC3	protein_coding
ENSG00000057757	PITHD1	protein_coding
ENSG00000057935	MTA3	protein_coding
ENSG00000058056	USP13	protein_coding
ENSG00000058063	ATP11B	protein_coding
ENSG00000058085	LAMC2	protein_coding
ENSG00000058091	CDK14	protein_coding
ENSG00000058262	SEC61A1	protein_coding
ENSG00000058272	PPP1R12A	protein_coding
ENSG00000058335	RASGRF1	protein_coding
ENSG00000058404	CAMK2B	protein_coding
ENSG00000058453	CROCC	protein_coding
ENSG00000058600	POLR3E	protein_coding
ENSG00000058668	ATP2B4	protein_coding
ENSG00000058673	ZC3H11A	protein_coding
ENSG00000058729	RIOK2	protein_coding
ENSG00000058799	YIPF1	protein_coding
ENSG00000058804	NDC1	protein_coding
ENSG00000058866	DGKG	protein_coding
ENSG00000059122	FLYWCH1	protein_coding
ENSG00000059145	UNKL	protein_coding
ENSG00000059377	TBXAS1	protein_coding
ENSG00000059378	PARP12	protein_coding
ENSG00000059573	ALDH18A1	protein_coding
ENSG00000059588	TARBP1	protein_coding
ENSG00000059691	GATB	protein_coding
ENSG00000059728	MXD1	protein_coding
ENSG00000059758	CDK17	protein_coding
ENSG00000059769	DNAJC25	protein_coding
ENSG00000059804	SLC2A3	protein_coding
ENSG00000059915	PSD	protein_coding
ENSG00000060069	CTDP1	protein_coding
ENSG00000060138	YBX3	protein_coding
ENSG00000060140	STYK1	protein_coding
ENSG00000060237	WNK1	protein_coding
ENSG00000060339	CCAR1	protein_coding
ENSG00000060491	OGFR	protein_coding
ENSG00000060558	GNA15	protein_coding
ENSG00000060566	CREB3L3	protein_coding
ENSG00000060642	PIGV	protein_coding
ENSG00000060656	PTPRU	protein_coding
ENSG00000060688	SNRNP40	protein_coding
ENSG00000060749	QSER1	protein_coding
ENSG00000060762	MPC1	protein_coding
ENSG00000060971	ACAA1	protein_coding
ENSG00000060982	BCAT1	protein_coding
ENSG00000061273	HDAC7	protein_coding
ENSG00000061337	LZTS1	protein_coding
ENSG00000061656	SPAG4	protein_coding
ENSG00000061676	NCKAP1	protein_coding
ENSG00000061794	MRPS35	protein_coding
ENSG00000061918	GUCY1B1	protein_coding
ENSG00000061936	SFSWAP	protein_coding
ENSG00000061938	TNK2	protein_coding
ENSG00000061987	MON2	protein_coding
ENSG00000062038	CDH3	protein_coding
ENSG00000062194	GPBP1	protein_coding
ENSG00000062282	DGAT2	protein_coding
ENSG00000062485	CS	protein_coding
ENSG00000062524	LTK	protein_coding
ENSG00000062582	MRPS24	protein_coding
ENSG00000062598	ELMO2	protein_coding
ENSG00000062650	WAPL	protein_coding
ENSG00000062716	VMP1	protein_coding
ENSG00000062725	APPBP2	protein_coding
ENSG00000062822	POLD1	protein_coding
ENSG00000063015	SEZ6	protein_coding
ENSG00000063046	EIF4B	protein_coding
ENSG00000063127	SLC6A16	protein_coding
ENSG00000063169	BICRA	protein_coding
ENSG00000063176	SPHK2	protein_coding
ENSG00000063177	RPL18	protein_coding
ENSG00000063180	CA11	protein_coding
ENSG00000063241	ISOC2	protein_coding
ENSG00000063244	U2AF2	protein_coding
ENSG00000063245	EPN1	protein_coding
ENSG00000063322	MED29	protein_coding
ENSG00000063438	AHRR	protein_coding
ENSG00000063587	ZNF275	protein_coding
ENSG00000063601	MTMR1	protein_coding
ENSG00000063660	GPC1	protein_coding
ENSG00000063761	ADCK1	protein_coding
ENSG00000063854	HAGH	protein_coding
ENSG00000063978	RNF4	protein_coding
ENSG00000064012	CASP8	protein_coding
ENSG00000064042	LIMCH1	protein_coding
ENSG00000064102	INTS13	protein_coding
ENSG00000064115	TM7SF3	protein_coding
ENSG00000064195	DLX3	protein_coding
ENSG00000064199	SPA17	protein_coding
ENSG00000064201	TSPAN32	protein_coding
ENSG00000064205	WISP2	protein_coding
ENSG00000064225	ST3GAL6	protein_coding
ENSG00000064270	ATP2C2	protein_coding
ENSG00000064300	NGFR	protein_coding
ENSG00000064309	CDON	protein_coding
ENSG00000064313	TAF2	protein_coding
ENSG00000064393	HIPK2	protein_coding
ENSG00000064419	TNPO3	protein_coding
ENSG00000064489	BORCS8-MEF2B	protein_coding
ENSG00000064490	RFXANK	protein_coding
ENSG00000064545	TMEM161A	protein_coding
ENSG00000064547	LPAR2	protein_coding
ENSG00000064601	CTSA	protein_coding
ENSG00000064607	SUGP2	protein_coding
ENSG00000064651	SLC12A2	protein_coding
ENSG00000064652	SNX24	protein_coding
ENSG00000064655	EYA2	protein_coding
ENSG00000064666	CNN2	protein_coding
ENSG00000064687	ABCA7	protein_coding
ENSG00000064692	SNCAIP	protein_coding
ENSG00000064703	DDX20	protein_coding
ENSG00000064726	BTBD1	protein_coding
ENSG00000064763	FAR2	protein_coding
ENSG00000064787	BCAS1	protein_coding
ENSG00000064886	CHI3L2	protein_coding
ENSG00000064932	SBNO2	protein_coding
ENSG00000064933	PMS1	protein_coding
ENSG00000064961	HMG20B	protein_coding
ENSG00000064989	CALCRL	protein_coding
ENSG00000064995	TAF11	protein_coding
ENSG00000064999	ANKS1A	protein_coding
ENSG00000065000	AP3D1	protein_coding
ENSG00000065029	ZNF76	protein_coding
ENSG00000065054	SLC9A3R2	protein_coding
ENSG00000065057	NTHL1	protein_coding
ENSG00000065060	UHRF1BP1	protein_coding
ENSG00000065135	GNAI3	protein_coding
ENSG00000065150	IPO5	protein_coding
ENSG00000065154	OAT	protein_coding
ENSG00000065183	WDR3	protein_coding
ENSG00000065243	PKN2	protein_coding
ENSG00000065268	WDR18	protein_coding
ENSG00000065308	TRAM2	protein_coding
ENSG00000065328	MCM10	protein_coding
ENSG00000065357	DGKA	protein_coding
ENSG00000065361	ERBB3	protein_coding
ENSG00000065413	ANKRD44	protein_coding
ENSG00000065427	KARS	protein_coding
ENSG00000065457	ADAT1	protein_coding
ENSG00000065485	PDIA5	protein_coding
ENSG00000065491	TBC1D22B	protein_coding
ENSG00000065518	NDUFB4	protein_coding
ENSG00000065526	SPEN	protein_coding
ENSG00000065534	MYLK	protein_coding
ENSG00000065548	ZC3H15	protein_coding
ENSG00000065559	MAP2K4	protein_coding
ENSG00000065600	TMEM206	protein_coding
ENSG00000065613	SLK	protein_coding
ENSG00000065615	CYB5R4	protein_coding
ENSG00000065621	GSTO2	protein_coding
ENSG00000065665	SEC61A2	protein_coding
ENSG00000065675	PRKCQ	protein_coding
ENSG00000065717	TLE2	protein_coding
ENSG00000065802	ASB1	protein_coding
ENSG00000065809	FAM107B	protein_coding
ENSG00000065833	ME1	protein_coding
ENSG00000065882	TBC1D1	protein_coding
ENSG00000065883	CDK13	protein_coding
ENSG00000065911	MTHFD2	protein_coding
ENSG00000065923	SLC9A7	protein_coding
ENSG00000065970	FOXJ2	protein_coding
ENSG00000065978	YBX1	protein_coding
ENSG00000065989	PDE4A	protein_coding
ENSG00000066027	PPP2R5A	protein_coding
ENSG00000066032	CTNNA2	protein_coding
ENSG00000066044	ELAVL1	protein_coding
ENSG00000066056	TIE1	protein_coding
ENSG00000066084	DIP2B	protein_coding
ENSG00000066117	SMARCD1	protein_coding
ENSG00000066135	KDM4A	protein_coding
ENSG00000066136	NFYC	protein_coding
ENSG00000066185	ZMYND12	protein_coding
ENSG00000066230	SLC9A3	protein_coding
ENSG00000066248	NGEF	protein_coding
ENSG00000066279	ASPM	protein_coding
ENSG00000066294	CD84	protein_coding
ENSG00000066322	ELOVL1	protein_coding
ENSG00000066336	SPI1	protein_coding
ENSG00000066379	ZNRD1	protein_coding
ENSG00000066382	MPPED2	protein_coding
ENSG00000066405	CLDN18	protein_coding
ENSG00000066422	ZBTB11	protein_coding
ENSG00000066427	ATXN3	protein_coding
ENSG00000066455	GOLGA5	protein_coding
ENSG00000066468	FGFR2	protein_coding
ENSG00000066557	LRRC40	protein_coding
ENSG00000066583	ISOC1	protein_coding
ENSG00000066629	EML1	protein_coding
ENSG00000066651	TRMT11	protein_coding
ENSG00000066654	THUMPD1	protein_coding
ENSG00000066697	MSANTD3	protein_coding
ENSG00000066735	KIF26A	protein_coding
ENSG00000066739	ATG2B	protein_coding
ENSG00000066777	ARFGEF1	protein_coding
ENSG00000066813	ACSM2B	protein_coding
ENSG00000066827	ZFAT	protein_coding
ENSG00000066855	MTFR1	protein_coding
ENSG00000066923	STAG3	protein_coding
ENSG00000066926	FECH	protein_coding
ENSG00000066933	MYO9A	protein_coding
ENSG00000067048	DDX3Y	protein_coding
ENSG00000067057	PFKP	protein_coding
ENSG00000067064	IDI1	protein_coding
ENSG00000067066	SP100	protein_coding
ENSG00000067082	KLF6	protein_coding
ENSG00000067113	PLPP1	protein_coding
ENSG00000067141	NEO1	protein_coding
ENSG00000067167	TRAM1	protein_coding
ENSG00000067177	PHKA1	protein_coding
ENSG00000067182	TNFRSF1A	protein_coding
ENSG00000067191	CACNB1	protein_coding
ENSG00000067208	EVI5	protein_coding
ENSG00000067221	STOML1	protein_coding
ENSG00000067225	PKM	protein_coding
ENSG00000067248	DHX29	protein_coding
ENSG00000067334	DNTTIP2	protein_coding
ENSG00000067365	METTL22	protein_coding
ENSG00000067369	TP53BP1	protein_coding
ENSG00000067445	TRO	protein_coding
ENSG00000067533	RRP15	protein_coding
ENSG00000067560	RHOA	protein_coding
ENSG00000067596	DHX8	protein_coding
ENSG00000067601	PMS2P4	transcribed_unprocessed_pseudogene
ENSG00000067606	PRKCZ	protein_coding
ENSG00000067646	ZFY	protein_coding
ENSG00000067704	IARS2	protein_coding
ENSG00000067798	NAV3	protein_coding
ENSG00000067829	IDH3G	protein_coding
ENSG00000067836	ROGDI	protein_coding
ENSG00000067840	PDZD4	protein_coding
ENSG00000067900	ROCK1	protein_coding
ENSG00000067955	CBFB	protein_coding
ENSG00000067992	PDK3	protein_coding
ENSG00000068001	HYAL2	protein_coding
ENSG00000068024	HDAC4	protein_coding
ENSG00000068028	RASSF1	protein_coding
ENSG00000068078	FGFR3	protein_coding
ENSG00000068079	IFI35	protein_coding
ENSG00000068097	HEATR6	protein_coding
ENSG00000068120	COASY	protein_coding
ENSG00000068137	PLEKHH3	protein_coding
ENSG00000068305	MEF2A	protein_coding
ENSG00000068308	OTUD5	protein_coding
ENSG00000068323	TFE3	protein_coding
ENSG00000068354	TBC1D25	protein_coding
ENSG00000068366	ACSL4	protein_coding
ENSG00000068383	INPP5A	protein_coding
ENSG00000068394	GPKOW	protein_coding
ENSG00000068400	GRIPAP1	protein_coding
ENSG00000068438	FTSJ1	protein_coding
ENSG00000068489	PRR11	protein_coding
ENSG00000068650	ATP11A	protein_coding
ENSG00000068654	POLR1A	protein_coding
ENSG00000068697	LAPTM4A	protein_coding
ENSG00000068724	TTC7A	protein_coding
ENSG00000068745	IP6K2	protein_coding
ENSG00000068784	SRBD1	protein_coding
ENSG00000068796	KIF2A	protein_coding
ENSG00000068831	RASGRP2	protein_coding
ENSG00000068878	PSME4	protein_coding
ENSG00000068885	IFT80	protein_coding
ENSG00000068903	SIRT2	protein_coding
ENSG00000068912	ERLEC1	protein_coding
ENSG00000068971	PPP2R5B	protein_coding
ENSG00000068976	PYGM	protein_coding
ENSG00000069011	PITX1	protein_coding
ENSG00000069020	MAST4	protein_coding
ENSG00000069122	ADGRF5	protein_coding
ENSG00000069188	SDK2	protein_coding
ENSG00000069248	NUP133	protein_coding
ENSG00000069275	NUCKS1	protein_coding
ENSG00000069329	VPS35	protein_coding
ENSG00000069345	DNAJA2	protein_coding
ENSG00000069399	BCL3	protein_coding
ENSG00000069424	KCNAB2	protein_coding
ENSG00000069431	ABCC9	protein_coding
ENSG00000069493	CLEC2D	protein_coding
ENSG00000069509	FUNDC1	protein_coding
ENSG00000069535	MAOB	protein_coding
ENSG00000069667	RORA	protein_coding
ENSG00000069696	DRD4	protein_coding
ENSG00000069702	TGFBR3	protein_coding
ENSG00000069812	HES2	protein_coding
ENSG00000069849	ATP1B3	protein_coding
ENSG00000069869	NEDD4	protein_coding
ENSG00000069943	PIGB	protein_coding
ENSG00000069956	MAPK6	protein_coding
ENSG00000069966	GNB5	protein_coding
ENSG00000069974	RAB27A	protein_coding
ENSG00000069998	HDHD5	protein_coding
ENSG00000070010	UFD1	protein_coding
ENSG00000070018	LRP6	protein_coding
ENSG00000070031	SCT	protein_coding
ENSG00000070047	PHRF1	protein_coding
ENSG00000070061	ELP1	protein_coding
ENSG00000070081	NUCB2	protein_coding
ENSG00000070087	PFN2	protein_coding
ENSG00000070159	PTPN3	protein_coding
ENSG00000070182	SPTB	protein_coding
ENSG00000070190	DAPP1	protein_coding
ENSG00000070214	SLC44A1	protein_coding
ENSG00000070269	TMEM260	protein_coding
ENSG00000070366	SMG6	protein_coding
ENSG00000070367	EXOC5	protein_coding
ENSG00000070371	CLTCL1	protein_coding
ENSG00000070404	FSTL3	protein_coding
ENSG00000070413	DGCR2	protein_coding
ENSG00000070423	RNF126	protein_coding
ENSG00000070444	MNT	protein_coding
ENSG00000070476	ZXDC	protein_coding
ENSG00000070495	JMJD6	protein_coding
ENSG00000070501	POLB	protein_coding
ENSG00000070526	ST6GALNAC1	protein_coding
ENSG00000070540	WIPI1	protein_coding
ENSG00000070601	FRMPD1	protein_coding
ENSG00000070610	GBA2	protein_coding
ENSG00000070614	NDST1	protein_coding
ENSG00000070669	ASNS	protein_coding
ENSG00000070718	AP3M2	protein_coding
ENSG00000070731	ST6GALNAC2	protein_coding
ENSG00000070748	CHAT	protein_coding
ENSG00000070756	PABPC1	protein_coding
ENSG00000070759	TESK2	protein_coding
ENSG00000070761	CFAP20	protein_coding
ENSG00000070770	CSNK2A2	protein_coding
ENSG00000070778	PTPN21	protein_coding
ENSG00000070785	EIF2B3	protein_coding
ENSG00000070814	TCOF1	protein_coding
ENSG00000070831	CDC42	protein_coding
ENSG00000070882	OSBPL3	protein_coding
ENSG00000070915	SLC12A3	protein_coding
ENSG00000070950	RAD18	protein_coding
ENSG00000070961	ATP2B1	protein_coding
ENSG00000070985	TRPM5	protein_coding
ENSG00000071051	NCK2	protein_coding
ENSG00000071054	MAP4K4	protein_coding
ENSG00000071073	MGAT4A	protein_coding
ENSG00000071082	RPL31	protein_coding
ENSG00000071127	WDR1	protein_coding
ENSG00000071189	SNX13	protein_coding
ENSG00000071205	ARHGAP10	protein_coding
ENSG00000071242	RPS6KA2	protein_coding
ENSG00000071243	ING3	protein_coding
ENSG00000071246	VASH1	protein_coding
ENSG00000071282	LMCD1	protein_coding
ENSG00000071462	BUD23	protein_coding
ENSG00000071537	SEL1L	protein_coding
ENSG00000071539	TRIP13	protein_coding
ENSG00000071553	ATP6AP1	protein_coding
ENSG00000071564	TCF3	protein_coding
ENSG00000071575	TRIB2	protein_coding
ENSG00000071626	DAZAP1	protein_coding
ENSG00000071655	MBD3	protein_coding
ENSG00000071794	HLTF	protein_coding
ENSG00000071859	FAM50A	protein_coding
ENSG00000071889	FAM3A	protein_coding
ENSG00000071894	CPSF1	protein_coding
ENSG00000071909	MYO3B	protein_coding
ENSG00000071967	CYBRD1	protein_coding
ENSG00000071994	PDCD2	protein_coding
ENSG00000072042	RDH11	protein_coding
ENSG00000072062	PRKACA	protein_coding
ENSG00000072071	ADGRL1	protein_coding
ENSG00000072080	SPP2	protein_coding
ENSG00000072110	ACTN1	protein_coding
ENSG00000072121	ZFYVE26	protein_coding
ENSG00000072133	RPS6KA6	protein_coding
ENSG00000072134	EPN2	protein_coding
ENSG00000072135	PTPN18	protein_coding
ENSG00000072163	LIMS2	protein_coding
ENSG00000072182	ASIC4	protein_coding
ENSG00000072195	SPEG	protein_coding
ENSG00000072210	ALDH3A2	protein_coding
ENSG00000072274	TFRC	protein_coding
ENSG00000072310	SREBF1	protein_coding
ENSG00000072364	AFF4	protein_coding
ENSG00000072401	UBE2D1	protein_coding
ENSG00000072415	MPP5	protein_coding
ENSG00000072422	RHOBTB1	protein_coding
ENSG00000072501	SMC1A	protein_coding
ENSG00000072506	HSD17B10	protein_coding
ENSG00000072518	MARK2	protein_coding
ENSG00000072571	HMMR	protein_coding
ENSG00000072609	CHFR	protein_coding
ENSG00000072657	TRHDE	protein_coding
ENSG00000072682	P4HA2	protein_coding
ENSG00000072694	FCGR2B	protein_coding
ENSG00000072736	NFATC3	protein_coding
ENSG00000072756	TRNT1	protein_coding
ENSG00000072778	ACADVL	protein_coding
ENSG00000072786	STK10	protein_coding
ENSG00000072803	FBXW11	protein_coding
ENSG00000072818	ACAP1	protein_coding
ENSG00000072832	CRMP1	protein_coding
ENSG00000072840	EVC	protein_coding
ENSG00000072849	DERL2	protein_coding
ENSG00000072858	SIDT1	protein_coding
ENSG00000072864	NDE1	protein_coding
ENSG00000072952	MRVI1	protein_coding
ENSG00000072954	TMEM38A	protein_coding
ENSG00000072958	AP1M1	protein_coding
ENSG00000073008	PVR	protein_coding
ENSG00000073050	XRCC1	protein_coding
ENSG00000073060	SCARB1	protein_coding
ENSG00000073111	MCM2	protein_coding
ENSG00000073146	MOV10L1	protein_coding
ENSG00000073150	PANX2	protein_coding
ENSG00000073169	SELENOO	protein_coding
ENSG00000073282	TP63	protein_coding
ENSG00000073331	ALPK1	protein_coding
ENSG00000073350	LLGL2	protein_coding
ENSG00000073417	PDE8A	protein_coding
ENSG00000073464	CLCN4	protein_coding
ENSG00000073536	NLE1	protein_coding
ENSG00000073578	SDHA	protein_coding
ENSG00000073584	SMARCE1	protein_coding
ENSG00000073605	GSDMB	protein_coding
ENSG00000073614	KDM5A	protein_coding
ENSG00000073670	ADAM11	protein_coding
ENSG00000073711	PPP2R3A	protein_coding
ENSG00000073712	FERMT2	protein_coding
ENSG00000073737	DHRS9	protein_coding
ENSG00000073756	PTGS2	protein_coding
ENSG00000073792	IGF2BP2	protein_coding
ENSG00000073803	MAP3K13	protein_coding
ENSG00000073849	ST6GAL1	protein_coding
ENSG00000073861	TBX21	protein_coding
ENSG00000073910	FRY	protein_coding
ENSG00000073921	PICALM	protein_coding
ENSG00000073969	NSF	protein_coding
ENSG00000074054	CLASP1	protein_coding
ENSG00000074071	MRPS34	protein_coding
ENSG00000074181	NOTCH3	protein_coding
ENSG00000074201	CLNS1A	protein_coding
ENSG00000074211	PPP2R2C	protein_coding
ENSG00000074219	TEAD2	protein_coding
ENSG00000074266	EED	protein_coding
ENSG00000074276	CDHR2	protein_coding
ENSG00000074319	TSG101	protein_coding
ENSG00000074356	NCBP3	protein_coding
ENSG00000074370	ATP2A3	protein_coding
ENSG00000074410	CA12	protein_coding
ENSG00000074416	MGLL	protein_coding
ENSG00000074527	NTN4	protein_coding
ENSG00000074582	BCS1L	protein_coding
ENSG00000074590	NUAK1	protein_coding
ENSG00000074603	DPP8	protein_coding
ENSG00000074621	SLC24A1	protein_coding
ENSG00000074657	ZNF532	protein_coding
ENSG00000074660	SCARF1	protein_coding
ENSG00000074695	LMAN1	protein_coding
ENSG00000074696	HACD3	protein_coding
ENSG00000074706	IPCEF1	protein_coding
ENSG00000074755	ZZEF1	protein_coding
ENSG00000074800	ENO1	protein_coding
ENSG00000074842	MYDGF	protein_coding
ENSG00000074855	ANO8	protein_coding
ENSG00000074935	TUBE1	protein_coding
ENSG00000074964	ARHGEF10L	protein_coding
ENSG00000074966	TXK	protein_coding
ENSG00000075035	WSCD2	protein_coding
ENSG00000075073	TACR2	protein_coding
ENSG00000075089	ACTR6	protein_coding
ENSG00000075131	TIPIN	protein_coding
ENSG00000075142	SRI	protein_coding
ENSG00000075151	EIF4G3	protein_coding
ENSG00000075188	NUP37	protein_coding
ENSG00000075218	GTSE1	protein_coding
ENSG00000075223	SEMA3C	protein_coding
ENSG00000075234	TTC38	protein_coding
ENSG00000075239	ACAT1	protein_coding
ENSG00000075240	GRAMD4	protein_coding
ENSG00000075275	CELSR1	protein_coding
ENSG00000075292	ZNF638	protein_coding
ENSG00000075303	SLC25A40	protein_coding
ENSG00000075336	TIMM21	protein_coding
ENSG00000075340	ADD2	protein_coding
ENSG00000075391	RASAL2	protein_coding
ENSG00000075399	VPS9D1	protein_coding
ENSG00000075407	ZNF37A	protein_coding
ENSG00000075413	MARK3	protein_coding
ENSG00000075415	SLC25A3	protein_coding
ENSG00000075420	FNDC3B	protein_coding
ENSG00000075426	FOSL2	protein_coding
ENSG00000075539	FRYL	protein_coding
ENSG00000075568	TMEM131	protein_coding
ENSG00000075618	FSCN1	protein_coding
ENSG00000075624	ACTB	protein_coding
ENSG00000075643	MOCOS	protein_coding
ENSG00000075651	PLD1	protein_coding
ENSG00000075673	ATP12A	protein_coding
ENSG00000075702	WDR62	protein_coding
ENSG00000075711	DLG1	protein_coding
ENSG00000075785	RAB7A	protein_coding
ENSG00000075790	BCAP29	protein_coding
ENSG00000075826	SEC31B	protein_coding
ENSG00000075856	SART3	protein_coding
ENSG00000075884	ARHGAP15	protein_coding
ENSG00000075914	EXOSC7	protein_coding
ENSG00000075945	KIFAP3	protein_coding
ENSG00000075975	MKRN2	protein_coding
ENSG00000076003	MCM6	protein_coding
ENSG00000076043	REXO2	protein_coding
ENSG00000076053	RBM7	protein_coding
ENSG00000076067	RBMS2	protein_coding
ENSG00000076108	BAZ2A	protein_coding
ENSG00000076201	PTPN23	protein_coding
ENSG00000076242	MLH1	protein_coding
ENSG00000076248	UNG	protein_coding
ENSG00000076258	FMO4	protein_coding
ENSG00000076321	KLHL20	protein_coding
ENSG00000076344	RGS11	protein_coding
ENSG00000076351	SLC46A1	protein_coding
ENSG00000076356	PLXNA2	protein_coding
ENSG00000076382	SPAG5	protein_coding
